FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
2021-05-04,JetBlue Airways,JetBlue Airways: B6,B6,20409,384,MCO,"Orlando, FL",JFK,"New York, NY",1551,1558.0,7.0,15.0,1613.0,1822.0,8.0,1830,1830.0,0.0,0.0,,0.0,159.0,152.0,129.0,944.0,,,,,
2019-11-26,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,705,FLL,"Fort Lauderdale, FL",DTW,"Detroit, MI",800,755.0,-5.0,15.0,810.0,1040.0,4.0,1100,1044.0,-16.0,0.0,,0.0,180.0,169.0,150.0,1127.0,,,,,
2023-06-18,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1926,SMF,"Sacramento, CA",LAS,"Las Vegas, NV",2155,2151.0,-4.0,10.0,2201.0,2300.0,4.0,2315,2304.0,-11.0,0.0,,0.0,80.0,73.0,59.0,397.0,,,,,
2019-07-28,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4459,OKC,"Oklahoma City, OK",DTW,"Detroit, MI",550,546.0,-4.0,11.0,557.0,859.0,8.0,924,907.0,-17.0,0.0,,0.0,154.0,141.0,122.0,900.0,,,,,
2023-03-17,JetBlue Airways,JetBlue Airways: B6,B6,20409,277,FLL,"Fort Lauderdale, FL",SFO,"San Francisco, CA",2049,2049.0,0.0,21.0,2110.0,24.0,7.0,13,31.0,18.0,0.0,,0.0,384.0,402.0,374.0,2584.0,0.0,0.0,18.0,0.0,0.0
2020-01-14,Republic Airline,Republic Airline: YX,YX,20452,3481,CVG,"Cincinnati, OH",IAH,"Houston, TX",650,640.0,-10.0,15.0,655.0,841.0,5.0,851,846.0,-5.0,0.0,,0.0,181.0,186.0,166.0,871.0,,,,,
2019-11-15,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,696,IAD,"Washington, DC",DEN,"Denver, CO",1430,1428.0,-2.0,15.0,1443.0,1603.0,8.0,1622,1611.0,-11.0,0.0,,0.0,232.0,223.0,200.0,1452.0,,,,,
2023-06-16,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2695,SMF,"Sacramento, CA",HNL,"Honolulu, HI",740,740.0,0.0,10.0,750.0,944.0,5.0,1010,949.0,-21.0,0.0,,0.0,330.0,309.0,294.0,2462.0,,,,,
2019-08-13,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2066,BUR,"Burbank, CA",DAL,"Dallas, TX",1455,1455.0,0.0,13.0,1508.0,1942.0,4.0,1955,1946.0,-9.0,0.0,,0.0,180.0,171.0,154.0,1243.0,,,,,
2019-03-22,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5099,CLT,"Charlotte, NC",TLH,"Tallahassee, FL",1315,1304.0,-11.0,13.0,1317.0,1419.0,3.0,1449,1422.0,-27.0,0.0,,0.0,94.0,78.0,62.0,386.0,,,,,
2019-03-01,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,396,TUL,"Tulsa, OK",DFW,"Dallas/Fort Worth, TX",949,946.0,-3.0,11.0,957.0,1044.0,9.0,1115,1053.0,-22.0,0.0,,0.0,86.0,67.0,47.0,237.0,,,,,
2023-08-03,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1743,IAD,"Washington, DC",EWR,"Newark, NJ",600,645.0,45.0,13.0,658.0,744.0,11.0,714,755.0,41.0,0.0,,0.0,74.0,70.0,46.0,212.0,41.0,0.0,0.0,0.0,0.0
2019-01-14,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2337,LAS,"Las Vegas, NV",EWR,"Newark, NJ",821,812.0,-9.0,14.0,826.0,1542.0,5.0,1610,1547.0,-23.0,0.0,,0.0,289.0,275.0,256.0,2227.0,,,,,
2020-11-10,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.: HA,HA,19690,169,OGG,"Kahului, HI",HNL,"Honolulu, HI",1320,1312.0,-8.0,7.0,1319.0,1343.0,7.0,1404,1350.0,-14.0,0.0,,0.0,44.0,38.0,24.0,100.0,,,,,
2022-05-08,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2627,BWI,"Baltimore, MD",FLL,"Fort Lauderdale, FL",2035,2239.0,124.0,15.0,2254.0,51.0,3.0,2305,54.0,109.0,0.0,,0.0,150.0,135.0,117.0,925.0,107.0,0.0,0.0,0.0,2.0
2019-04-06,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5863,EUG,"Eugene, OR",DEN,"Denver, CO",1221,1225.0,4.0,27.0,1252.0,1556.0,11.0,1615,1607.0,-8.0,0.0,,0.0,174.0,162.0,124.0,996.0,,,,,
2022-06-27,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1440,LAX,"Los Angeles, CA",PDX,"Portland, OR",645,646.0,1.0,12.0,658.0,853.0,5.0,906,858.0,-8.0,0.0,,0.0,141.0,132.0,115.0,834.0,,,,,
2019-03-11,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4310,COS,"Colorado Springs, CO",SLC,"Salt Lake City, UT",825,819.0,-6.0,22.0,841.0,1001.0,24.0,1022,1025.0,3.0,0.0,,0.0,117.0,126.0,80.0,411.0,,,,,
2022-04-27,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2154,MSP,"Minneapolis, MN",DEN,"Denver, CO",1517,1517.0,0.0,12.0,1529.0,1648.0,9.0,1626,1657.0,31.0,0.0,,0.0,129.0,160.0,139.0,680.0,0.0,0.0,31.0,0.0,0.0
2019-07-21,Allegiant Air,Allegiant Air: G4,G4,20368,73,LAS,"Las Vegas, NV",AUS,"Austin, TX",1258,1252.0,-6.0,11.0,1303.0,1718.0,7.0,1740,1725.0,-15.0,0.0,,0.0,162.0,153.0,135.0,1090.0,,,,,
2019-10-07,Envoy Air,Envoy Air: MQ,MQ,20398,3790,DFW,"Dallas/Fort Worth, TX",LEX,"Lexington, KY",1623,1617.0,-6.0,16.0,1633.0,1910.0,3.0,1931,1913.0,-18.0,0.0,,0.0,128.0,116.0,97.0,785.0,,,,,
2019-04-06,Envoy Air,Envoy Air: MQ,MQ,20398,3474,CMI,"Champaign/Urbana, IL",ORD,"Chicago, IL",1003,1026.0,23.0,10.0,1036.0,1115.0,15.0,1104,1130.0,26.0,0.0,,0.0,61.0,64.0,39.0,135.0,0.0,0.0,3.0,0.0,23.0
2020-02-10,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5258,DCA,"Washington, DC",GSP,"Greer, SC",840,,,,,,,1023,,,1.0,A,0.0,103.0,,,396.0,,,,,
2023-08-20,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2341,ORD,"Chicago, IL",MIA,"Miami, FL",507,512.0,5.0,14.0,526.0,912.0,9.0,913,921.0,8.0,0.0,,0.0,186.0,189.0,166.0,1197.0,,,,,
2021-12-26,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,697,MCO,"Orlando, FL",LAS,"Las Vegas, NV",1125,1124.0,-1.0,12.0,1136.0,1314.0,9.0,1340,1323.0,-17.0,0.0,,0.0,315.0,299.0,278.0,2039.0,,,,,
2019-10-01,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1685,MCO,"Orlando, FL",ISP,"Islip, NY",1035,1032.0,-3.0,9.0,1041.0,1256.0,3.0,1310,1259.0,-11.0,0.0,,0.0,155.0,147.0,135.0,971.0,,,,,
2020-10-18,Envoy Air,Envoy Air: MQ,MQ,20398,3753,DFW,"Dallas/Fort Worth, TX",DAY,"Dayton, OH",1430,1426.0,-4.0,16.0,1442.0,1733.0,3.0,1741,1736.0,-5.0,0.0,,0.0,131.0,130.0,111.0,861.0,,,,,
2019-05-02,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,204,MKE,"Milwaukee, WI",LGA,"New York, NY",620,617.0,-3.0,15.0,632.0,918.0,11.0,925,929.0,4.0,0.0,,0.0,125.0,132.0,106.0,738.0,,,,,
2023-03-14,JetBlue Airways,JetBlue Airways: B6,B6,20409,632,LGA,"New York, NY",BOS,"Boston, MA",1115,1221.0,66.0,50.0,1311.0,1349.0,15.0,1229,1404.0,95.0,0.0,,0.0,74.0,103.0,38.0,184.0,4.0,0.0,29.0,0.0,62.0
2022-06-13,Republic Airline,Republic Airline: YX,YX,20452,3509,EWR,"Newark, NJ",BNA,"Nashville, TN",1829,1848.0,19.0,17.0,1905.0,1949.0,10.0,2014,1959.0,-15.0,0.0,,0.0,165.0,131.0,104.0,748.0,,,,,
2019-04-14,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1814,DFW,"Dallas/Fort Worth, TX",PHL,"Philadelphia, PA",1955,2127.0,92.0,11.0,2138.0,109.0,8.0,2,117.0,75.0,0.0,,0.0,187.0,170.0,151.0,1303.0,45.0,0.0,0.0,0.0,30.0
2020-01-01,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2434,ATL,"Atlanta, GA",CLT,"Charlotte, NC",1708,1705.0,-3.0,14.0,1719.0,1759.0,5.0,1821,1804.0,-17.0,0.0,,0.0,73.0,59.0,40.0,226.0,,,,,
2023-05-27,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2668,PHX,"Phoenix, AZ",BOI,"Boise, ID",1025,1023.0,-2.0,9.0,1032.0,1314.0,2.0,1335,1316.0,-19.0,0.0,,0.0,130.0,113.0,102.0,735.0,,,,,
2023-03-10,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,1294,BUR,"Burbank, CA",PDX,"Portland, OR",1115,1125.0,10.0,23.0,1148.0,1343.0,4.0,1339,1347.0,8.0,0.0,,0.0,144.0,142.0,115.0,817.0,,,,,
2022-02-17,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1246,ATL,"Atlanta, GA",SAN,"San Diego, CA",1345,1344.0,-1.0,14.0,1358.0,1523.0,13.0,1550,1536.0,-14.0,0.0,,0.0,305.0,292.0,265.0,1892.0,,,,,
2019-04-12,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,61,SEA,"Seattle, WA",JNU,"Juneau, AK",745,741.0,-4.0,32.0,813.0,947.0,5.0,925,952.0,27.0,0.0,,0.0,160.0,191.0,154.0,909.0,0.0,0.0,27.0,0.0,0.0
2020-12-04,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3954,GEG,"Spokane, WA",SEA,"Seattle, WA",1136,1531.0,235.0,16.0,1547.0,1634.0,5.0,1255,1639.0,224.0,0.0,,0.0,79.0,68.0,47.0,224.0,0.0,224.0,0.0,0.0,0.0
2021-11-12,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,407,KOA,"Kona, HI",HNL,"Honolulu, HI",1405,1401.0,-4.0,10.0,1411.0,1440.0,4.0,1450,1444.0,-6.0,0.0,,0.0,45.0,43.0,29.0,163.0,,,,,
2022-07-27,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,315,SEA,"Seattle, WA",DFW,"Dallas/Fort Worth, TX",2305,2309.0,4.0,14.0,2323.0,441.0,3.0,445,444.0,-1.0,0.0,,0.0,220.0,215.0,198.0,1660.0,,,,,
2023-04-03,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,504,DEN,"Denver, CO",DFW,"Dallas/Fort Worth, TX",2128,2120.0,-8.0,16.0,2136.0,2400.0,7.0,29,7.0,-22.0,0.0,,0.0,121.0,107.0,84.0,641.0,,,,,
2022-08-04,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1009,SEA,"Seattle, WA",SMF,"Sacramento, CA",730,759.0,29.0,30.0,829.0,953.0,3.0,915,956.0,41.0,0.0,,0.0,105.0,117.0,84.0,605.0,3.0,0.0,12.0,0.0,26.0
2020-12-30,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2307,BZN,"Bozeman, MT",ATL,"Atlanta, GA",1435,1427.0,-8.0,11.0,1438.0,1947.0,8.0,2016,1955.0,-21.0,0.0,,0.0,221.0,208.0,189.0,1640.0,,,,,
2021-04-15,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,178,MCO,"Orlando, FL",ATL,"Atlanta, GA",1640,1641.0,1.0,24.0,1705.0,1811.0,5.0,1815,1816.0,1.0,0.0,,0.0,95.0,95.0,66.0,404.0,,,,,
2020-03-17,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3199,SAT,"San Antonio, TX",LAS,"Las Vegas, NV",640,636.0,-4.0,6.0,642.0,713.0,3.0,730,716.0,-14.0,0.0,,0.0,170.0,160.0,151.0,1069.0,,,,,
2021-08-02,Allegiant Air,Allegiant Air: G4,G4,20368,753,ALB,"Albany, NY",PIE,"St. Petersburg, FL",2041,2041.0,0.0,18.0,2059.0,2351.0,7.0,2336,2358.0,22.0,0.0,,0.0,175.0,197.0,172.0,1138.0,0.0,0.0,22.0,0.0,0.0
2021-02-12,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4936,ECP,"Panama City, FL",ATL,"Atlanta, GA",1807,1802.0,-5.0,12.0,1814.0,1954.0,10.0,2026,2004.0,-22.0,0.0,,0.0,79.0,62.0,40.0,240.0,,,,,
2021-02-27,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,681,MCO,"Orlando, FL",DEN,"Denver, CO",2059,2051.0,-8.0,12.0,2103.0,2240.0,23.0,2309,2303.0,-6.0,0.0,,0.0,250.0,252.0,217.0,1546.0,,,,,
2022-03-02,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1368,ELP,"El Paso, TX",DFW,"Dallas/Fort Worth, TX",1707,1701.0,-6.0,15.0,1716.0,1930.0,14.0,1955,1944.0,-11.0,0.0,,0.0,108.0,103.0,74.0,551.0,,,,,
2019-07-30,Allegiant Air,Allegiant Air: G4,G4,20368,1810,PIE,"St. Petersburg, FL",IND,"Indianapolis, IN",1908,1901.0,-7.0,10.0,1911.0,2100.0,6.0,2121,2106.0,-15.0,0.0,,0.0,133.0,125.0,109.0,840.0,,,,,
2019-05-23,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,462,IAH,"Houston, TX",LAS,"Las Vegas, NV",1215,1213.0,-2.0,18.0,1231.0,1318.0,6.0,1336,1324.0,-12.0,0.0,,0.0,201.0,191.0,167.0,1222.0,,,,,
2023-03-24,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2050,MIA,"Miami, FL",IAH,"Houston, TX",1635,1655.0,20.0,15.0,1710.0,1825.0,36.0,1834,1901.0,27.0,0.0,,0.0,179.0,186.0,135.0,964.0,4.0,0.0,7.0,0.0,16.0
2022-07-24,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5415,DAY,"Dayton, OH",LGA,"New York, NY",1605,1601.0,-4.0,15.0,1616.0,1747.0,8.0,1759,1755.0,-4.0,0.0,,0.0,114.0,114.0,91.0,549.0,,,,,
2022-12-14,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2093,BNA,"Nashville, TN",DAL,"Dallas, TX",545,548.0,3.0,11.0,559.0,747.0,6.0,755,753.0,-2.0,0.0,,0.0,130.0,125.0,108.0,623.0,,,,,
2021-05-17,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,16,HOU,"Houston, TX",DAL,"Dallas, TX",1000,1035.0,35.0,21.0,1056.0,1219.0,3.0,1105,1222.0,77.0,0.0,,0.0,65.0,107.0,83.0,239.0,35.0,0.0,42.0,0.0,0.0
2020-04-04,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2243,ATL,"Atlanta, GA",SLC,"Salt Lake City, UT",1125,,,,,,,1315,,,1.0,D,0.0,230.0,,,1590.0,,,,,
2021-08-30,Envoy Air,Envoy Air: MQ,MQ,20398,3967,CLT,"Charlotte, NC",LIT,"Little Rock, AR",901,900.0,-1.0,26.0,926.0,956.0,12.0,1009,1008.0,-1.0,0.0,,0.0,128.0,128.0,90.0,640.0,,,,,
2019-08-27,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,318,PNS,"Pensacola, FL",ATL,"Atlanta, GA",1750,1745.0,-5.0,18.0,1803.0,1948.0,7.0,2013,1955.0,-18.0,0.0,,0.0,83.0,70.0,45.0,271.0,,,,,
2019-04-11,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,95,MCI,"Kansas City, MO",DEN,"Denver, CO",1732,1759.0,27.0,13.0,1812.0,1832.0,12.0,1831,1844.0,13.0,0.0,,0.0,119.0,105.0,80.0,533.0,,,,,
2023-06-13,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2570,PWM,"Portland, ME",PHL,"Philadelphia, PA",1310,1307.0,-3.0,9.0,1316.0,1433.0,7.0,1446,1440.0,-6.0,0.0,,0.0,96.0,93.0,77.0,364.0,,,,,
2021-12-08,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1628,DAL,"Dallas, TX",HOU,"Houston, TX",600,558.0,-2.0,7.0,605.0,647.0,4.0,715,651.0,-24.0,0.0,,0.0,75.0,53.0,42.0,239.0,,,,,
2019-04-12,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1445,STT,"Charlotte Amalie, VI",IAD,"Washington, DC",1312,1302.0,-10.0,9.0,1311.0,1701.0,15.0,1719,1716.0,-3.0,0.0,,0.0,247.0,254.0,230.0,1606.0,,,,,
2019-01-02,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,5860,PHX,"Phoenix, AZ",MCI,"Kansas City, MO",710,706.0,-4.0,9.0,715.0,1017.0,3.0,1035,1020.0,-15.0,0.0,,0.0,145.0,134.0,122.0,1044.0,,,,,
2021-03-24,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,255,PHX,"Phoenix, AZ",SNA,"Santa Ana, CA",2100,2100.0,0.0,11.0,2111.0,2207.0,3.0,2215,2210.0,-5.0,0.0,,0.0,75.0,70.0,56.0,338.0,,,,,
2019-09-06,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5272,CLT,"Charlotte, NC",TLH,"Tallahassee, FL",835,827.0,-8.0,19.0,846.0,943.0,2.0,1003,945.0,-18.0,0.0,,0.0,88.0,78.0,57.0,386.0,,,,,
2023-05-08,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1599,ORD,"Chicago, IL",ATL,"Atlanta, GA",859,853.0,-6.0,21.0,914.0,1146.0,9.0,1208,1155.0,-13.0,0.0,,0.0,129.0,122.0,92.0,606.0,,,,,
2021-11-05,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3895,DTW,"Detroit, MI",PIT,"Pittsburgh, PA",840,840.0,0.0,18.0,858.0,935.0,4.0,948,939.0,-9.0,0.0,,0.0,68.0,59.0,37.0,201.0,,,,,
2020-10-08,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1493,IAH,"Houston, TX",DEN,"Denver, CO",1130,1125.0,-5.0,13.0,1138.0,1231.0,4.0,1255,1235.0,-20.0,0.0,,0.0,145.0,130.0,113.0,862.0,,,,,
2023-01-08,Republic Airline,Republic Airline: YX,YX,20452,4337,DCA,"Washington, DC",PIT,"Pittsburgh, PA",1350,1347.0,-3.0,25.0,1412.0,1456.0,6.0,1500,1502.0,2.0,0.0,,0.0,70.0,75.0,44.0,204.0,,,,,
2020-09-17,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,921,LGA,"New York, NY",MYR,"Myrtle Beach, SC",1230,1229.0,-1.0,12.0,1241.0,1405.0,5.0,1420,1410.0,-10.0,0.0,,0.0,110.0,101.0,84.0,563.0,,,,,
2019-06-03,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1472,PHX,"Phoenix, AZ",OAK,"Oakland, CA",1930,2003.0,33.0,8.0,2011.0,2143.0,10.0,2120,2153.0,33.0,0.0,,0.0,110.0,110.0,92.0,646.0,0.0,0.0,0.0,0.0,33.0
2020-01-29,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5005,JAN,"Jackson/Vicksburg, MS",ATL,"Atlanta, GA",1108,1103.0,-5.0,13.0,1116.0,1305.0,4.0,1329,1309.0,-20.0,0.0,,0.0,81.0,66.0,49.0,341.0,,,,,
2023-06-21,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2196,DAL,"Dallas, TX",LBB,"Lubbock, TX",2230,2310.0,40.0,14.0,2324.0,27.0,3.0,2340,30.0,50.0,0.0,,0.0,70.0,80.0,63.0,293.0,0.0,0.0,10.0,0.0,40.0
2020-05-21,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1090,BNA,"Nashville, TN",BWI,"Baltimore, MD",820,815.0,-5.0,7.0,822.0,1042.0,3.0,1100,1045.0,-15.0,0.0,,0.0,100.0,90.0,80.0,587.0,,,,,
2020-02-06,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2862,ICT,"Wichita, KS",DFW,"Dallas/Fort Worth, TX",600,555.0,-5.0,31.0,626.0,721.0,15.0,731,736.0,5.0,0.0,,0.0,91.0,101.0,55.0,328.0,,,,,
2021-03-13,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1020,FLL,"Fort Lauderdale, FL",MDW,"Chicago, IL",1840,1835.0,-5.0,16.0,1851.0,2040.0,5.0,2100,2045.0,-15.0,0.0,,0.0,200.0,190.0,169.0,1167.0,,,,,
2022-07-15,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,321,MCI,"Kansas City, MO",ATL,"Atlanta, GA",630,629.0,-1.0,11.0,640.0,909.0,8.0,930,917.0,-13.0,0.0,,0.0,120.0,108.0,89.0,692.0,,,,,
2020-02-18,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,3006,MSP,"Minneapolis, MN",ATL,"Atlanta, GA",1629,1627.0,-2.0,11.0,1638.0,1934.0,11.0,1957,1945.0,-12.0,0.0,,0.0,148.0,138.0,116.0,907.0,,,,,
2019-12-12,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5555,SFO,"San Francisco, CA",ACV,"Arcata/Eureka, CA",1610,1634.0,24.0,18.0,1652.0,1740.0,6.0,1729,1746.0,17.0,0.0,,0.0,79.0,72.0,48.0,250.0,0.0,0.0,0.0,0.0,17.0
2023-03-26,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2523,CLE,"Cleveland, OH",ATL,"Atlanta, GA",958,953.0,-5.0,11.0,1004.0,1130.0,11.0,1148,1141.0,-7.0,0.0,,0.0,110.0,108.0,86.0,554.0,,,,,
2019-09-17,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2391,LAX,"Los Angeles, CA",DAL,"Dallas, TX",850,851.0,1.0,10.0,901.0,1348.0,3.0,1400,1351.0,-9.0,0.0,,0.0,190.0,180.0,167.0,1246.0,,,,,
2023-08-18,JetBlue Airways,JetBlue Airways: B6,B6,20409,224,LAX,"Los Angeles, CA",JFK,"New York, NY",645,642.0,-3.0,16.0,658.0,1456.0,7.0,1521,1503.0,-18.0,0.0,,0.0,336.0,321.0,298.0,2475.0,,,,,
2023-07-10,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5533,HLN,"Helena, MT",DEN,"Denver, CO",1356,1355.0,-1.0,14.0,1409.0,1534.0,8.0,1545,1542.0,-3.0,0.0,,0.0,109.0,107.0,85.0,594.0,,,,,
2021-12-15,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4934,MBS,"Saginaw/Bay City/Midland, MI",DTW,"Detroit, MI",522,519.0,-3.0,21.0,540.0,605.0,10.0,625,615.0,-10.0,0.0,,0.0,63.0,56.0,25.0,98.0,,,,,
2020-03-21,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2089,PIT,"Pittsburgh, PA",DEN,"Denver, CO",838,831.0,-7.0,8.0,839.0,951.0,19.0,1010,1010.0,0.0,0.0,,0.0,212.0,219.0,192.0,1290.0,,,,,
2020-03-17,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,677,DCA,"Washington, DC",MKE,"Milwaukee, WI",1100,1058.0,-2.0,15.0,1113.0,1202.0,2.0,1205,1204.0,-1.0,0.0,,0.0,125.0,126.0,109.0,634.0,,,,,
2022-05-19,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,803,SJC,"San Jose, CA",OGG,"Kahului, HI",1030,1016.0,-14.0,19.0,1035.0,1223.0,6.0,1255,1229.0,-26.0,0.0,,0.0,325.0,313.0,288.0,2355.0,,,,,
2023-06-18,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1274,MCI,"Kansas City, MO",HOU,"Houston, TX",1030,1106.0,36.0,9.0,1115.0,1250.0,5.0,1225,1255.0,30.0,0.0,,0.0,115.0,109.0,95.0,666.0,0.0,0.0,0.0,21.0,9.0
2020-05-17,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3128,DFW,"Dallas/Fort Worth, TX",MEI,"Meridian, MS",1040,1709.0,389.0,21.0,1730.0,1835.0,4.0,1225,1839.0,374.0,0.0,,0.0,105.0,90.0,65.0,485.0,374.0,0.0,0.0,0.0,0.0
2021-10-12,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1576,RSW,"Fort Myers, FL",DCA,"Washington, DC",1419,1415.0,-4.0,12.0,1427.0,1628.0,4.0,1645,1632.0,-13.0,0.0,,0.0,146.0,137.0,121.0,892.0,,,,,
2022-09-26,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,64,KTN,"Ketchikan, AK",SEA,"Seattle, WA",1751,1736.0,-15.0,10.0,1746.0,2013.0,4.0,2049,2017.0,-32.0,0.0,,0.0,118.0,101.0,87.0,680.0,,,,,
2019-11-18,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4450,SBN,"South Bend, IN",DTW,"Detroit, MI",624,620.0,-4.0,10.0,630.0,709.0,8.0,740,717.0,-23.0,0.0,,0.0,76.0,57.0,39.0,157.0,,,,,
2020-12-06,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4677,GNV,"Gainesville, FL",ATL,"Atlanta, GA",1145,1140.0,-5.0,16.0,1156.0,1246.0,4.0,1305,1250.0,-15.0,0.0,,0.0,80.0,70.0,50.0,300.0,,,,,
2019-10-15,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,859,DTW,"Detroit, MI",MSP,"Minneapolis, MN",1745,1742.0,-3.0,17.0,1759.0,1823.0,3.0,1840,1826.0,-14.0,0.0,,0.0,115.0,104.0,84.0,528.0,,,,,
2020-09-12,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,807,CLT,"Charlotte, NC",SLC,"Salt Lake City, UT",933,925.0,-8.0,20.0,945.0,1136.0,9.0,1200,1145.0,-15.0,0.0,,0.0,267.0,260.0,231.0,1727.0,,,,,
2021-08-23,Republic Airline,Republic Airline: YX,YX,20452,3565,ORD,"Chicago, IL",GSP,"Greer, SC",1800,1805.0,5.0,32.0,1837.0,2057.0,6.0,2053,2103.0,10.0,0.0,,0.0,113.0,118.0,80.0,577.0,,,,,
